,longest_idle_time,score,goal,calorie,run_time,deviceuuid,update_time,longest_active_time,day_time,walk_time,active_time,distance,others_time,step_count,create_time
480,24120000,0,-1,714.7179,1776602,jQfnryI8/B,2018-06-22 12:09:49.201,1806428,1529539200000,4076275,6452877,9561.92,600000,10518,2018-06-21 04:00:00.630
481,15180000,118,60,314.0399,32506,jQfnryI8/B,2016-09-15 04:35:02.346,420000,1473811200000,4269593,4302099,5509.6997,0,7073,2016-09-14 07:00:01.456
482,30420000,0,-1,617.73004,54591,jQfnryI8/B,2016-12-05 03:35:00.483,960000,1480809600000,8749205,8803796,11617.253,0,14942,2016-12-04 05:00:01.632
483,15480000,0,-1,343.0899,32666,jQfnryI8/B,2018-04-09 11:04:19.510,360000,1523145600000,4964639,4997305,5962.8809999999985,0,7837,2018-04-08 04:00:00.740
484,18540000,0,-1,332.33997,19707,jQfnryI8/B,2018-03-19 11:06:16.350,300000,1521244800000,4952050,4971757,5876.811,0,7810,2018-03-17 04:00:01.745
485,32700000,0,-1,460.11008,8400,jQfnryI8/B,2017-02-26 07:54:53.534,1320000,1487980800000,6899716,6908116,8446.002,0,10993,2017-02-25 08:00:35.652
486,29400000,0,-1,72.51,9011,jQfnryI8/B,2017-09-01 00:15:00.683,300000,1504137600000,958506,967517,1371.51,0,1700,2017-08-31 04:00:00.416
487,36240000,120,60,300.16,3600,jQfnryI8/B,2016-10-18 02:17:19.920,420000,1476662400000,4361677,4365277,5268.2705,0,6968,2016-10-17 07:00:01.685
488,30900000,0,-1,126.94,41600,jQfnryI8/B,2016-06-25 14:40:10.679,48691,1465948800000,1668167,1709767,2181.1797,0,2605,2016-06-25 14:40:10.679
489,19920000,0,-1,482.66006,8930,jQfnryI8/B,2018-05-28 11:40:45.798,1800000,1527379200000,3341641,5150571,3867.9697,1800000,5176,2018-05-27 06:53:16.351
490,23820000,0,-1,719.273,26255,jQfnryI8/B,2018-06-01 15:31:31.249,3391193,1527724800000,5829969,9247417,7317.053000000001,3391193,10661,2018-05-31 04:00:00.792
491,28800000,0,-1,115.94,14365,jQfnryI8/B,2017-09-23 20:11:58.240,240000,1506124800000,1702943,1717308,2108.8901,0,2672,2017-09-23 04:03:43.389
492,20340000,48,60,117.899,14207,jQfnryI8/B,2018-11-04 13:17:40.315,60000,1541116800000,1795837,1810044,2029.8132,0,2739,2018-11-02 05:48:49.636
493,13380000,0,-1,624.9428,27139,jQfnryI8/B,2018-04-23 11:38:28.791,1360177,1524355200000,9779687,9806826,10898.515,0,15372,2018-04-22 04:00:00.500
494,26460000,0,-1,136.83002,31320,jQfnryI8/B,2017-12-07 01:46:09.461,180000,1512518400000,1633133,1664453,2106.38,0,2671,2017-12-06 05:01:01.952
495,21480000,178,60,428.2786,12187,jQfnryI8/B,2018-11-25 16:42:01.276,963557,1542931200000,6435981,6448168,7486.443,0,9935,2018-11-23 05:01:03.142
496,19380000,0,-1,549.5931,3600,jQfnryI8/B,2017-12-30 16:57:34.388,4159812,1514505600000,2938651,7086061,3110.9792,4143810,8264,2017-12-29 19:41:23.502
497,24540000,0,-1,650.7497599999998,43279,jQfnryI8/B,2017-02-23 06:02:22.145,660000,1487721600000,9053280,9096559,11722.991000000002,0,15155,2017-02-22 08:00:01.120
498,31980000,0,-1,45.689995,15006,jQfnryI8/B,2017-11-22 01:41:09.917,120000,1511222400000,545504,560510,691.57,0,868,2017-11-21 05:14:59.269
499,21360000,100,60,413.68002,0,jQfnryI8/B,2018-12-01 16:03:27.094,2400000,1543449600000,1203268,3603268,1341.5970000000002,2400000,1804,2018-11-29 05:00:01.252
500,29700000,0,-1,237.22,95502,jQfnryI8/B,2017-01-22 01:28:55.952,660000,1484956800000,3185881,3281383,4148.3193,0,5181,2017-01-21 08:01:01.429
501,20460000,138,60,357.46692,20948,jQfnryI8/B,2018-09-21 23:52:42.303,1034878,1537228800000,4997587,5018535,6141.333000000001,0,8104,2018-09-18 04:00:01.710
502,38279999,0,-1,150.43001,12800,jQfnryI8/B,2017-04-19 00:02:19.723,120000,1492214400000,2189491,2202291,2763.7202,0,3433,2017-04-15 04:00:01.943
503,28500000,0,-1,281.97,24048,jQfnryI8/B,2017-11-30 02:15:01.960,600000,1511913600000,3600457,3624505,4795.231,0,6246,2017-11-29 05:00:01.208
504,23760000,0,-1,70.27999,1600,jQfnryI8/B,2017-08-04 01:45:08.884,120000,1501718400000,1002958,1004558,1341.29,0,1655,2017-08-03 04:00:01.027
505,26640000,0,-1,266.05997,10973,jQfnryI8/B,2016-12-16 04:19:19.747,540000,1481760000000,3782553,3793526,4529.86,0,5995,2016-12-15 08:00:18.058
506,20579999,0,-1,295.87997,11813,jQfnryI8/B,2017-08-26 10:07:52.856,660000,1503619200000,3985187,3997000,5197.5909999999985,0,6737,2017-08-25 04:00:01.278
507,33120000,0,-1,446.11993,99662,jQfnryI8/B,2017-03-06 01:29:17.059,1140000,1488672000000,5997211,6096873,7945.210999999998,0,10052,2017-03-05 05:01:03.330
508,28380000,0,-1,1058.39,70148,jQfnryI8/B,2018-08-25 22:31:21.873,1303519,1535155200000,15411053,15481201,17839.37,0,23990,2018-08-24 22:08:49.311
509,29700000,0,-1,370.57483,0,jQfnryI8/B,2018-06-04 12:04:23.814,1388697,1527984000000,5658261,5658261,6718.519,0,8907,2018-06-03 14:37:01.917
510,29400000,126,60,338.58005,60815,jQfnryI8/B,2016-08-19 06:46:49.777,600000,1471478400000,4506201,4567016,5989.7114,0,7617,2016-08-18 07:00:06.364
511,21779999,0,-1,115.18,78000,jQfnryI8/B,2017-08-27 13:20:05.173,60000,1503705600000,1297285,1375285,1917.2196,0,2165,2017-08-26 04:00:00.402
512,37200000,0,-1,129.67003,3600,jQfnryI8/B,2017-05-05 01:23:20.811,240000,1493856000000,1958072,1961672,2370.2202,0,3008,2017-05-04 04:00:01.868
513,29460000,0,-1,44.319996,31422,jQfnryI8/B,2017-06-11 21:35:01.632,60000,1497139200000,509574,540996,757.52,0,879,2017-06-11 04:15:01.248
514,22380000,0,-1,892.6216400000002,24307,jQfnryI8/B,2018-08-05 16:48:51.756,3771968,1533254400000,4622527,10218802,5504.5176,5571968,8248,2018-08-03 04:00:01.494
515,30660000,0,-1,378.77988,133334,jQfnryI8/B,2017-07-22 00:35:01.317,780000,1500595200000,4614506,4747840,6602.4116,0,8195,2017-07-21 04:00:00.407
516,31740000,120,60,326.00998,72626,jQfnryI8/B,2016-07-05 00:14:48.835,540000,1467590400000,4300843,4373469,5788.6113,0,7302,2016-07-04 07:00:07.252
517,23820000,46,60,108.21001,0,jQfnryI8/B,2018-12-01 16:03:28.272,60000,1543536000000,1702154,1702154,1886.8988,0,2562,2018-11-30 08:16:21.036
518,23580000,0,-1,325.93997,42819,jQfnryI8/B,2017-11-09 01:28:15.140,660000,1510099200000,4293678,4336497,5678.2993,0,7315,2017-11-08 05:00:01.884
519,31080000,0,-1,284.62997,31914,jQfnryI8/B,2016-10-12 04:46:00.873,540000,1476144000000,3809123,3841037,4863.7593,0,6363,2016-10-11 07:02:31.127
520,16980000,158,60,687.1377,1507148,jQfnryI8/B,2018-09-25 20:39:25.073,1465129,1537660800000,4224306,5731454,9599.726,0,10154,2018-09-23 04:23:13.778
521,32940000,0,-1,236.87,12452,jQfnryI8/B,2017-03-10 02:27:11.007,1020000,1489017600000,3283299,3295751,4345.2505,0,5559,2017-03-09 05:04:40.582
522,25140000,0,-1,361.28107,14800,jQfnryI8/B,2018-08-13 16:27:06.710,2756417,1533859200000,1755535,4526752,1991.0797,2756417,3755,2018-08-10 04:00:01.450
523,24360000,0,-1,600.95593,26816,jQfnryI8/B,2018-03-30 16:07:36.035,900958,1522195200000,8840175,8866991,9547.9,0,13610,2018-03-28 04:00:29.586
524,31740000,0,-1,426.7299,45819,jQfnryI8/B,2017-02-16 03:06:21.881,1320000,1487116800000,5977735,6023554,7500.6875,0,9777,2017-02-15 16:30:49.819
525,18000000,155,60,465.33078,800,jQfnryI8/B,2018-12-17 17:01:58.872,4320122,1544832000000,1279246,5600168,1411.7761,4320122,3290,2018-12-15 05:00:01.116
526,22860000,0,-1,231.23105,11200,jQfnryI8/B,2018-02-26 12:36:29.677,120000,1519516800000,3685632,3696832,4008.7776,0,5632,2018-02-25 05:07:55.301
527,37020000,0,-1,192.70999,62740,jQfnryI8/B,2017-07-31 00:13:07.949,180000,1501372800000,2661986,2724726,3455.4602,0,4222,2017-07-30 04:00:00.447
528,13740000,0,-1,372.39252,37187,jQfnryI8/B,2018-02-03 02:37:15.429,1921645,1517529600000,2616983,4575815,3031.9082,1921645,5386,2018-02-02 06:15:17.652
529,22320000,0,-1,492.6305200000001,61674,jQfnryI8/B,2018-09-11 21:22:51.645,671565,1536537600000,6807028,6868702,8357.469000000001,0,10926,2018-09-10 04:00:12.426
530,36840000,0,-1,126.45999,2000,jQfnryI8/B,2016-12-10 06:44:02.034,120000,1481241600000,1896101,1898101,2361.51,0,2970,2016-12-09 08:00:01.584
531,21960000,0,-1,565.1501,64046,jQfnryI8/B,2017-12-05 02:58:38.633,660000,1512345600000,7611541,7675587,9841.77,0,12746,2017-12-04 05:02:36.628
532,16860000,173,60,484.48004,73217,jQfnryI8/B,2018-12-14 12:42:05.216,420000,1544659200000,6228452,6301669,8055.6226,0,10415,2018-12-13 05:00:30.875
533,30540000,0,-1,475.47983,55184,jQfnryI8/B,2017-01-28 03:39:10.456,1320000,1485475200000,6414537,6469721,8480.679,0,10841,2017-01-27 08:00:54.327
534,21600000,83,60,355.04,1600,jQfnryI8/B,2018-10-20 19:15:29.010,2100000,1539907200000,939136,3040736,1037.273,2100000,1412,2018-10-19 04:00:00.716
535,23700000,0,-1,263.79,27890,jQfnryI8/B,2017-01-19 02:15:00.270,480000,1484697600000,3547018,3574908,4607.8584,0,5939,2017-01-18 08:00:49.632
536,23760000,0,-1,538.25995,69922,jQfnryI8/B,2017-09-01 16:45:21.083,660000,1504051200000,7035445,7105367,9600.453,0,12227,2017-08-30 04:00:01.334
537,33060000,0,-1,250.00996,11348,jQfnryI8/B,2016-11-19 05:53:23.760,300000,1479427200000,3519012,3530360,4442.5396,0,5736,2016-11-18 08:00:01.429
538,21540000,0,-1,477.1538,26141,jQfnryI8/B,2018-01-05 14:00:35.914,681752,1515024000000,7029480,7055621,8308.202,0,11340,2018-01-04 05:01:00.616
539,20640000,0,-1,504.7698,184514,jQfnryI8/B,2016-06-25 14:40:11.462,720000,1466640000000,6213636,6398150,8710.278,0,10992,2016-06-25 14:40:11.462
540,23220000,0,-1,170.71,14800,jQfnryI8/B,2017-05-22 01:16:30.142,120000,1495324800000,2529024,2543824,3141.7798,0,3918,2017-05-21 04:15:01.831
541,22800000,78,60,197.16,33925,jQfnryI8/B,2018-12-17 17:01:59.058,180000,1544918400000,2830437,2864362,3439.82,0,4380,2018-12-16 05:00:17.735
542,34680000,0,-1,271.52997,10658,jQfnryI8/B,2017-01-02 05:15:01.013,660000,1483228800000,4126611,4137269,4861.05,0,6438,2017-01-01 08:00:00.699
543,27780000,0,-1,304.31998,29541,jQfnryI8/B,2017-01-11 05:55:00.252,420000,1484006400000,4234752,4264293,5286.2295,0,6739,2017-01-10 08:00:01.248
544,25800000,0,-1,385.74005,73187,jQfnryI8/B,2017-03-23 02:10:32.320,300000,1490140800000,5589573,5662760,7146.3784,0,8979,2017-03-22 04:00:02.627
545,19800000,0,-1,319.9799,3532,jQfnryI8/B,2018-07-06 12:38:29.181,240000,1530748800000,4942326,4945858,5716.2783,0,7565,2018-07-05 04:00:00.618
546,26340000,0,-1,352.83005,20919,jQfnryI8/B,2017-01-29 04:55:01.236,1020000,1485561600000,5101483,5122402,6412.7207,0,8272,2017-01-28 08:00:02.235
547,32100000,0,-1,256.40994,4000,jQfnryI8/B,2017-03-20 00:53:24.726,900000,1489881600000,3836598,3840598,4653.551,0,6145,2017-03-19 04:00:00.828
548,19080000,0,-1,640.24316,36000,jQfnryI8/B,2018-05-19 23:25:31.046,2947658,1526601600000,5444712,8428370,6458.539000000002,2947658,9471,2018-05-18 04:00:00.945
549,25260000,0,-1,311.55997,28296,jQfnryI8/B,2017-10-04 22:35:01.433,660000,1507075200000,4069879,4098175,5446.8403,0,6955,2017-10-04 04:00:55.334
550,16140000,188,60,726.9639,213726,jQfnryI8/B,2018-12-09 20:09:23.112,2700000,1544227200000,3929532,6843258,5360.696999999999,2700000,6644,2018-12-08 05:00:00.766
551,14340000,0,-1,281.88992,4400,jQfnryI8/B,2018-08-01 15:37:38.665,1200000,1532995200000,1715404,2919804,2032.7697,1200000,2643,2018-07-31 04:00:01.535
552,20340000,128,60,439.1801,1600,jQfnryI8/B,2018-12-31 14:49:42.937,1500000,1546041600000,2506556,4690138,2840.2136,2181982,4216,2018-12-29 05:00:07.394
553,36240000,0,-1,154.14001000000005,69685,jQfnryI8/B,2016-08-13 06:35:28.358,240000,1470960000000,1907498,1977183,2514.1294,0,3111,2016-08-12 07:00:12.008
554,20220000,226,60,653.1988,100193,jQfnryI8/B,2018-09-21 23:52:42.689,2431236,1537315200000,5676339,8207768,7548.314,2431236,12012,2018-09-19 04:39:21.383
555,31080000,0,-1,413.19815,42684,jQfnryI8/B,2018-08-24 11:39:46.895,360000,1534896000000,5923918,5966602,7141.4180000000015,0,9397,2018-08-21 22:01:17.888
556,22020000,143,60,609.6787,385826,jQfnryI8/B,2018-10-31 12:39:05.682,1800000,1540684800000,3026217,5212043,4890.343,1800000,5872,2018-10-28 04:00:00.781
557,22560000,0,-1,527.3703,9600,jQfnryI8/B,2018-04-28 13:14:28.491,2071573,1524787200000,7860369,7869969,9477.808,0,12724,2018-04-27 04:00:31.377
558,40920000,0,-1,129.6,6594,jQfnryI8/B,2017-07-28 01:49:27.141,180000,1501113600000,1907970,1914564,2507.62,0,3068,2017-07-27 04:00:01.423
559,15960000,0,-1,1628.0293,86658,jQfnryI8/B,2018-02-26 12:36:29.425,2471517,1519430400000,9395963,15420099,10068.951,5937478,16538,2018-02-24 05:01:35.718
560,24960000,0,-1,299.8499,43082,jQfnryI8/B,2017-06-06 00:48:49.121,720000,1496620800000,3884736,3927818,5153.61,0,6599,2017-06-05 04:00:01.656
561,10320000,0,-1,1343.9631,194289,jQfnryI8/B,2018-05-08 00:18:52.951,1438446,1525564800000,20134161,20328450,23195.447,0,31896,2018-05-06 04:20:42.886
562,32280000,0,-1,198.80998,34950,jQfnryI8/B,2016-11-11 04:57:11.811,120000,1478736000000,2569592,2604542,3195.1794,0,4058,2016-11-10 08:00:01.743
563,26160000,0,-1,317.27005,31139,jQfnryI8/B,2017-11-25 02:21:11.922,300000,1511481600000,4530196,4561335,5740.528,0,7219,2017-11-24 05:03:00.276
564,21780000,0,-1,127.38,2000,jQfnryI8/B,2018-03-16 12:51:42.427,180000,1521072000000,1829461,1831461,1943.1594,0,2789,2018-03-15 04:00:01.537
565,18900000,0,-1,530.5843,3200,jQfnryI8/B,2018-06-21 21:51:32.171,1800000,1529452800000,4314374,6117574,4898.801,1800000,6702,2018-06-20 04:00:00.702
566,32760000,0,-1,193.34999,2400,jQfnryI8/B,2017-02-13 04:38:43.670,600000,1486857600000,2848614,2851014,3557.5,0,4594,2017-02-12 08:00:01.849
567,24300000,0,-1,373.19,88090,jQfnryI8/B,2017-11-21 01:46:39.814,480000,1511136000000,4942301,5030391,6651.331,0,8392,2017-11-20 05:00:02.014
568,32520000,115,60,309.68997,30809,jQfnryI8/B,2016-10-06 04:58:46.127,420000,1475625600000,4151212,4182021,5319.17,0,6933,2016-10-05 07:00:02.519
569,13800000,203,60,522.3484,21127,jQfnryI8/B,2018-09-29 16:33:55.394,974578,1538006400000,7324834,7345961,9135.712,0,11960,2018-09-27 04:48:39.535
570,24720000,176,60,451.64224,67301,jQfnryI8/B,2018-11-22 12:45:05.742,730262,1542758400000,6314338,6381639,7823.0303,0,10249,2018-11-21 05:00:00.664
571,24120000,0,-1,258.36,27484,jQfnryI8/B,2017-04-12 01:05:12.303,360000,1491868800000,3415642,3443126,4661.7305,0,5826,2017-04-11 04:00:02.294
572,20220000,0,-1,231.31,12167,jQfnryI8/B,2017-04-26 22:41:45.825,360000,1493164800000,3341617,3353784,4158.9097,0,5404,2017-04-26 04:11:32.890
573,36419999,25,60,79.68001,32800,jQfnryI8/B,2016-07-21 01:05:54.650,49490,1468713600000,935134,967934,1251.23,0,1484,2016-07-17 07:00:02.282
574,23040000,0,-1,535.9503,43189,jQfnryI8/B,2018-05-11 23:35:19.748,655072,1525910400000,7620792,7663981,9285.0625,0,12366,2018-05-10 04:00:00.644
575,28440000,0,-1,334.66006,46561,jQfnryI8/B,2017-04-09 01:00:06.978,600000,1491609600000,4624299,4670860,6230.9707,0,7833,2017-04-08 04:00:01.631
576,26820000,145,60,385.78998,31873,jQfnryI8/B,2016-10-13 01:15:00.901,480000,1476230400000,5233137,5265010,6646.0,0,8637,2016-10-12 07:00:01.769
577,17760000,0,-1,251.08992,67061,jQfnryI8/B,2017-04-18 01:27:01.336,360000,1492387200000,2999750,3066811,4175.5786,0,5185,2017-04-17 04:00:01.491
578,29280000,0,-1,128.87001,8284,jQfnryI8/B,2017-11-12 00:14:59.907,180000,1510358400000,1925433,1933717,2335.08,0,2972,2017-11-11 05:00:38.826
579,21000000,0,-1,428.42993,44634,jQfnryI8/B,2017-02-25 05:56:23.479,540000,1487894400000,6071103,6115737,7693.01,0,9867,2017-02-24 08:00:01.497
580,15780000,0,-1,512.57,25003,jQfnryI8/B,2017-05-13 01:45:25.364,660000,1494547200000,7338514,7363517,9269.202,0,11947,2017-05-12 04:00:01.967
581,23580000,0,-1,878.95795,22992,jQfnryI8/B,2018-07-01 11:40:17.189,2906005,1530230400000,9135023,12064020,10731.74,2906005,15283,2018-06-29 04:01:06.931
582,28140000,153,60,465.42007,55802,jQfnryI8/B,2016-08-09 01:31:39.192,1080000,1470614400000,5546625,5602427,7517.6177,0,9687,2016-08-08 07:00:19.620
583,24780000,0,-1,372.04984,40535,jQfnryI8/B,2016-11-01 04:41:01.648,780000,1477872000000,5127881,5168416,6467.1504,0,8458,2016-10-31 07:00:01.710
584,36060000,76,60,188.72998,4000,jQfnryI8/B,2016-10-10 02:34:59.753,480000,1475971200000,2802074,2806074,3415.3796,0,4426,2016-10-09 07:00:02.510
585,58380000,0,-1,290.31387,1941,jQfnryI8/B,2017-11-29 00:33:48.681,852000,1511827200000,3174284,3176225,4595.893,0,5609,2017-11-28 06:32:04.483
586,19920000,0,-1,702.8236,39328,jQfnryI8/B,2018-03-27 12:47:35.205,3500581,1521936000000,10733171,10772499,11833.547,0,17103,2018-03-25 04:15:44.852
587,32160000,0,-1,73.0,35886,jQfnryI8/B,2017-09-22 02:13:19.954,180000,1505952000000,911993,947879,1252.5199,0,1531,2017-09-21 04:15:00.250
588,19500000,0,-1,504.39,11600,jQfnryI8/B,2018-02-02 12:41:13.080,1800000,1517443200000,3939122,5750722,4462.691,1800000,6022,2018-02-01 05:53:39.016
589,37980000,0,-1,679.60974,360348,jQfnryI8/B,2016-09-16 03:45:42.510,1320000,1473897600000,8076208,8436556,11355.247,0,14230,2016-09-15 07:00:01.554
590,30480000,0,-1,640.4499,36214,jQfnryI8/B,2017-04-17 00:19:56.693,780000,1492300800000,9137389,9173603,11615.427,0,14923,2017-04-16 04:00:01.456
591,27060000,0,-1,114.07,41818,jQfnryI8/B,2017-08-08 00:57:47.999,120000,1502064000000,1474800,1516618,2001.45,0,2363,2017-08-07 04:00:00.922
592,29460000,121,60,337.3998,96962,jQfnryI8/B,2016-08-26 01:43:59.500,480000,1472083200000,4324113,4421075,5841.4307,0,7370,2016-08-25 07:00:01.834
593,25020000,0,-1,406.9899,41507,jQfnryI8/B,2017-07-28 23:34:59.727,900000,1501200000000,5341998,5383505,7354.5396,0,9389,2017-07-28 04:00:00.638
594,29760000,0,-1,8.99,0,jQfnryI8/B,2017-01-16 05:35:01.074,23345,1484438400000,138736,138736,166.09,0,208,2017-01-15 08:01:05.076
595,27180000,0,-1,486.41708,1934186,jQfnryI8/B,2018-08-01 15:37:38.261,1906843,1532822400000,2667422,4601608,6895.43,0,8024,2018-07-29 14:02:51.189
596,14100000,0,-1,622.65436,5565,jQfnryI8/B,2018-04-19 12:30:47.154,4390836,1524009600000,3675099,8071500,4145.3125,4390836,7080,2018-04-18 04:00:00.641
597,29400000,96,60,256.04007,44311,jQfnryI8/B,2016-10-05 04:33:14.204,420000,1475539200000,3508191,3552502,4503.941,0,5729,2016-10-04 07:00:00.871
598,22980000,0,-1,365.02005,73289,jQfnryI8/B,2017-03-30 00:32:30.669,480000,1490745600000,4873825,4947114,6367.2993,0,8080,2017-03-29 04:00:32.881
599,16980000,0,-1,193.34999,36729,jQfnryI8/B,2018-09-03 00:56:41.348,120000,1535760000000,2732532,2769261,3394.0112,0,4332,2018-09-01 04:00:10.900
600,20700000,143,60,373.09048,24493,jQfnryI8/B,2018-10-24 14:07:21.246,930302,1540166400000,5198607,5223100,6437.137,0,8606,2018-10-22 04:00:00.975
601,13260000,158,60,463.88895,0,jQfnryI8/B,2018-11-20 12:47:42.451,3770004,1542499200000,2026909,5796913,2236.722,3770004,4221,2018-11-18 05:00:02.795
602,28800000,0,-1,113.07999,1200,jQfnryI8/B,2017-05-08 00:37:46.635,180000,1494115200000,1726046,1727246,2116.9,0,2655,2017-05-07 04:00:02.162
603,27360000,98,60,273.52997,87710,jQfnryI8/B,2016-07-16 06:28:11.799,900000,1468540800000,3501023,3588733,4741.219,0,5914,2016-07-15 07:00:01.639
604,28500000,0,-1,373.42984,103407,jQfnryI8/B,2016-06-25 14:40:09.957,420000,1465344000000,6890358,6993765,8386.181999999999,0,11136,2016-06-25 14:40:09.957
605,28500000,108,60,295.98004,28990,jQfnryI8/B,2016-09-09 04:15:00.391,360000,1473292800000,3903947,3932937,5224.6294,0,6746,2016-09-08 07:13:57.053
606,23640000,0,-1,153.62997,9200,jQfnryI8/B,2018-05-15 22:50:20.609,60000,1526169600000,2423181,2432381,2619.8975,0,3663,2018-05-13 04:00:00.971
607,18360000,0,-1,499.02835,30066,jQfnryI8/B,2018-03-13 10:21:06.053,1220812,1520812800000,7277890,7307956,8712.664,0,11477,2018-03-12 04:01:01.115
608,28680000,0,-1,343.7499,73427,jQfnryI8/B,2017-11-14 00:15:01.254,600000,1510531200000,4434477,4507904,5969.8804,0,7608,2017-11-13 05:15:00.328
609,27360000,0,-1,90.77001,3200,jQfnryI8/B,2017-12-11 01:50:02.404,180000,1512864000000,1019603,1022803,1089.4601,0,1610,2017-12-10 06:02:59.454
610,29880000,0,-1,183.28998,21365,jQfnryI8/B,2017-01-07 02:02:34.966,120000,1483660800000,2544234,2565599,3160.8196,0,3991,2017-01-06 08:00:18.248
611,28800000,0,-1,418.52,56999,jQfnryI8/B,2017-11-16 03:11:50.737,600000,1510704000000,5626506,5683505,7565.6104,0,9513,2017-11-15 05:00:10.500
612,23460000,0,-1,446.70993,5010,jQfnryI8/B,2018-05-10 11:33:44.054,1800000,1525824000000,3101652,4906662,3447.4424,1800000,4745,2018-05-09 04:00:00.522
613,27540000,38,60,93.71099,1600,jQfnryI8/B,2018-11-12 15:15:28.081,120000,1541721600000,1433990,1435590,1654.8570000000002,0,2172,2018-11-09 07:28:55.001
614,28560000,0,-1,156.84999,11677,jQfnryI8/B,2017-06-04 21:21:54.888,360000,1496534400000,2335992,2347669,2997.2708,0,3712,2017-06-04 04:00:00.539
615,10140000,0,-1,540.0968,28884,jQfnryI8/B,2018-02-15 12:12:44.348,984817,1518566400000,7883658,7912542,8883.925,0,12532,2018-02-14 05:02:01.420
616,25140000,306,60,862.02527,31203,jQfnryI8/B,2018-10-06 21:58:28.152,4606037,1538697600000,6441447,11078687,7845.2007,4606037,12289,2018-10-05 04:00:11.167
617,30420000,0,-1,363.60995,7494,jQfnryI8/B,2017-03-27 00:55:00.284,1320000,1490486400000,5420927,5428421,6627.629,0,8742,2017-03-26 04:00:01.627
618,34500000,0,-1,51.769997,0,jQfnryI8/B,2017-11-17 02:45:38.769,180000,1510790400000,780210,780210,975.04004,0,1255,2017-11-16 05:00:16.988
619,22320000,260,60,846.0541,59977,jQfnryI8/B,2018-11-17 15:49:33.324,2400000,1542153600000,6964490,9424467,8582.873,2400000,11431,2018-11-14 05:00:01.787
620,27900000,0,-1,65.82,16000,jQfnryI8/B,2017-06-29 22:55:00.054,180000,1498694400000,852973,868973,1182.45,0,1403,2017-06-29 04:03:00.083
621,28860000,0,-1,197.57999,33145,jQfnryI8/B,2016-12-07 04:06:03.538,540000,1480982400000,2778149,2811294,3581.98,0,4495,2016-12-06 08:00:01.792
622,25260000,0,-1,345.92102,3200,jQfnryI8/B,2018-06-13 11:51:40.049,1500000,1528761600000,2151682,3654882,2341.8154,1500000,3278,2018-06-12 04:01:23.090
623,32039999,0,-1,160.07,44788,jQfnryI8/B,2017-07-09 14:24:18.172,180000,1499472000000,2127711,2172499,2875.8496,0,3464,2017-07-08 04:15:01.220
624,31380000,110,60,303.96994,22498,jQfnryI8/B,2016-10-21 05:43:42.294,420000,1476921600000,4012624,4035122,5214.1006,0,6789,2016-10-20 07:00:01.615
625,12540000,0,-1,363.28833,70804,jQfnryI8/B,2018-08-15 20:32:54.517,862394,1534204800000,4910592,4981396,6250.4165,0,8157,2018-08-14 04:23:51.468
626,21060000,0,-1,737.3634599999998,5771,jQfnryI8/B,2018-07-24 13:03:50.547,3514960,1532304000000,1386526,7307257,1545.365,5914960,3220,2018-07-23 04:02:20.330
627,20460000,0,-1,627.8608,112364,jQfnryI8/B,2018-04-25 11:59:06.288,915072,1524441600000,8806989,8919353,11253.746,0,14629,2018-04-23 04:32:54.116
628,27120000,0,-1,100.83,28791,jQfnryI8/B,2017-11-10 03:15:00.971,180000,1510185600000,1307236,1336027,1744.46,0,2179,2017-11-09 05:00:00.670
629,13980000,0,-1,754.6745,54400,jQfnryI8/B,2017-12-21 16:43:30.926,839654,1513728000000,11558708,11613108,12771.422,0,17979,2017-12-20 05:00:00.696
630,21540000,0,-1,286.03998,9698,jQfnryI8/B,2017-08-15 01:14:59.457,720000,1502668800000,3856290,3865988,5069.8604,0,6593,2017-08-14 04:00:01.541
631,24360000,0,-1,182.09,96062,jQfnryI8/B,2017-08-01 00:34:59.928,120000,1501459200000,2329380,2425442,3279.5098,0,3877,2017-07-31 04:00:00.942
632,35040000,0,-1,550.1973,2520842,jQfnryI8/B,2016-09-28 04:52:33.820,2560214,1474934400000,1995859,4516701,7330.656,0,8404,2016-09-27 07:15:01.260
633,38999999,0,-1,2.67,0,jQfnryI8/B,2017-07-14 10:42:47.968,11339,1499904000000,42021,42021,49.600006,0,63,2017-07-13 04:00:00.859
634,21120000,0,-1,517.0,22000,jQfnryI8/B,2018-06-03 14:37:21.863,1800000,1527897600000,3928907,5750907,4739.1865,1800000,6130,2018-06-02 05:45:30.362
635,23160000,0,-1,377.34998,2376,jQfnryI8/B,2017-04-10 00:14:59.865,1320000,1491696000000,5639027,5641403,6915.932,0,9075,2017-04-09 04:00:01.043
636,21660000,225,60,625.55286,31271,jQfnryI8/B,2018-10-17 13:11:22.181,2425332,1539648000000,5702126,8158729,7111.5947,2425332,11460,2018-10-16 04:03:50.177
637,19320000,0,-1,234.93,8195,jQfnryI8/B,2017-12-17 14:07:42.551,120000,1513382400000,3700216,3708411,3746.2104,0,5630,2017-12-16 05:00:58.539
638,17760000,0,-1,810.37354,14952,jQfnryI8/B,2018-07-11 11:07:56.244,3842178,1531094400000,6698532,10555662,8373.549,3842178,12124,2018-07-09 04:00:00.780
639,44820000,0,-1,67.979996,7279,jQfnryI8/B,2017-10-27 02:38:52.711,240000,1508976000000,943384,950663,1256.5903,0,1590,2017-10-26 04:14:59.755
