,heart_rate,deviceuuid,max,min,time_offset,local_start_time,local_end_time
0,57.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-12 04:30:29.257,2018-12-12 04:30:29.257
1,60.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-23 14:00:29.301,2018-10-23 14:00:29.301
2,66.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-22 02:10:29.318,2018-07-22 02:10:29.318
3,69.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-07 22:00:29.324,2018-10-07 22:00:29.324
4,58.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-29 02:30:29.290,2018-08-29 02:30:29.290
5,70.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-03 13:20:29.323,2018-10-03 13:20:29.323
6,50.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-04 06:30:29.257,2018-08-04 06:30:29.257
7,64.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-26 13:40:51.490,2018-09-26 13:40:51.490
8,59.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-26 04:00:29.281,2018-12-26 04:00:29.281
9,57.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-18 06:20:58.453,2018-08-18 06:20:58.453
10,75.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-31 20:00:29.237,2018-10-31 20:00:29.237
11,61.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-18 00:10:29.326,2018-10-18 00:10:29.326
12,73.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-12 13:20:52.123,2018-09-12 13:20:52.123
13,54.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-03 01:00:29.229,2018-12-03 01:00:29.229
14,62.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-15 21:40:29.239,2018-07-15 21:40:29.239
15,65.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-30 21:10:29.243,2018-11-30 21:10:29.243
16,64.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-04 19:41:04.955,2018-11-04 19:41:04.955
17,66.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-05 21:00:44.534,2018-12-05 21:00:44.534
18,73.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-23 09:20:51.764,2018-07-23 09:20:51.764
19,60.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-08 00:20:59.540,2018-08-08 00:20:59.540
20,54.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-09 12:00:29.257,2018-06-09 12:00:29.257
21,57.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-28 04:20:29.269,2018-07-28 04:20:29.269
22,57.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-20 22:40:29.280,2018-06-20 22:40:29.280
23,66.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-04 05:50:29.296,2018-08-04 05:50:29.296
24,60.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-10 00:30:29.256,2018-10-10 00:30:29.256
25,57.0,F/D7+hL5E5,0.0,0.0,UTC+0200,2018-08-22 04:20:55.993,2018-08-22 04:20:55.993
26,79.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-11 09:40:29.252,2018-12-11 09:40:29.252
27,55.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-14 23:50:29.281,2018-06-14 23:50:29.281
28,64.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-15 00:10:29.297,2018-12-15 00:10:29.297
29,70.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-31 13:20:51.460,2018-07-31 13:20:51.460
30,63.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-31 14:40:59.471,2018-10-31 14:40:59.471
31,61.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-06 23:30:29.259,2018-08-06 23:30:29.259
32,52.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-17 01:51:12.148,2018-12-17 01:51:12.148
33,54.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-26 02:40:29.247,2018-06-26 02:40:29.247
34,64.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-06 21:10:29.327,2018-08-06 21:10:29.327
35,86.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-23 15:10:51.478,2018-11-23 15:10:51.478
36,60.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2017-12-16 04:30:29.450,2017-12-16 04:30:29.450
37,62.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-08 22:50:29.274,2018-08-08 22:50:29.274
38,64.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-25 12:50:29.253,2018-10-25 12:50:29.253
39,55.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-08 19:10:51.464,2018-07-08 19:10:51.464
40,71.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-31 16:41:21.608,2018-08-31 16:41:21.608
41,58.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-16 05:40:51.490,2018-06-16 05:40:51.490
42,61.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-12 10:30:49.034,2018-10-12 10:30:49.034
43,66.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-02 22:30:29.286,2018-09-02 22:30:29.286
44,81.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-15 15:20:43.121,2018-07-15 15:20:43.121
45,60.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-16 14:20:29.285,2018-06-16 14:20:29.285
46,54.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-16 22:20:29.238,2018-08-16 22:20:29.238
47,54.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-04 02:20:29.236,2018-07-04 02:20:29.236
48,60.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-29 02:50:29.263,2018-08-29 02:50:29.263
49,56.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-12 05:20:29.312,2018-07-12 05:20:29.312
50,67.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-16 12:50:29.269,2018-11-16 12:50:29.269
51,50.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-14 01:40:29.247,2018-08-14 01:40:29.247
52,66.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-04 15:10:59.496,2018-07-04 15:10:59.496
53,62.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-17 01:00:44.663,2018-10-17 01:00:44.663
54,72.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-17 17:21:17.430,2018-08-17 17:21:17.430
55,60.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-24 22:40:29.288,2018-09-24 22:40:29.288
56,55.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-23 07:20:29.264,2018-09-23 07:20:29.264
57,56.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-10 02:10:29.264,2018-09-10 02:10:29.264
58,64.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-01 01:30:28.806,2018-09-01 01:30:28.806
59,54.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-22 05:30:29.314,2018-07-22 05:30:29.314
60,59.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-19 04:40:29.319,2018-12-19 04:40:29.319
61,58.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-29 04:30:29.310,2018-06-29 04:30:29.310
62,82.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-31 05:40:29.292,2018-07-31 05:40:29.292
63,73.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-14 22:00:29.252,2018-11-14 22:00:29.252
64,53.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-20 05:30:29.306,2018-12-20 05:30:29.306
65,67.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-07 23:50:29.310,2018-09-07 23:50:29.310
66,77.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-28 15:10:29.314,2018-11-28 15:10:29.314
67,67.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-17 22:50:29.262,2018-11-17 22:50:29.262
68,52.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-14 07:00:29.280,2018-07-14 07:00:29.280
69,61.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-26 22:41:00.201,2018-06-26 22:41:00.201
70,64.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-15 23:10:38.245,2018-07-15 23:10:38.245
71,61.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-09 03:20:29.236,2018-09-09 03:20:29.236
72,57.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-11 05:20:29.260,2018-09-11 05:20:29.260
73,58.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-10 05:30:33.811,2018-10-10 05:30:33.811
74,60.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-14 22:50:55.637,2018-07-14 22:50:55.637
75,79.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-12 17:51:43.195,2018-12-12 17:51:43.195
76,53.0,F/D7+hL5E5,0.0,0.0,UTC+0200,2018-08-27 23:30:29.281,2018-08-27 23:30:29.281
77,83.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-25 20:40:30.052,2018-07-25 20:40:30.052
78,70.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-27 19:20:51.554,2018-11-27 19:20:51.554
79,49.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-05-22 18:50:29.511,2018-05-22 18:50:29.511
80,54.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-10 21:40:29.272,2018-11-10 21:40:29.272
81,61.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-07 17:50:29.295,2018-07-07 17:50:29.295
82,52.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-05 01:40:51.480,2018-06-05 01:40:51.480
83,49.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-14 02:40:51.467,2018-12-14 02:40:51.467
84,62.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-05 05:10:29.311,2018-09-05 05:10:29.311
85,58.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-26 03:30:29.312,2018-09-26 03:30:29.312
86,68.0,F/D7+hL5E5,68.0,68.0,UTC-0400,2018-10-09 22:00:00.000,2018-10-09 22:59:59.999
87,64.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-27 00:20:29.231,2018-07-27 00:20:29.231
88,52.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-04 18:10:29.258,2018-07-04 18:10:29.258
89,60.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-21 01:50:29.329,2018-10-21 01:50:29.329
90,68.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-14 00:10:29.309,2018-09-14 00:10:29.309
91,51.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-04 23:50:29.296,2018-06-04 23:50:29.296
92,73.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-03 12:40:35.481,2018-07-03 12:40:35.481
93,69.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-11 01:30:51.364,2018-07-11 01:30:51.364
94,62.0,jQfnryI8/B,62.0,62.0,UTC-0500,2018-12-22 13:00:56.844,2018-12-22 13:00:56.844
95,79.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-01 10:30:29.286,2018-09-01 10:30:29.286
96,63.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-05-28 21:20:29.230,2018-05-28 21:20:29.230
97,56.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-28 23:10:29.240,2018-09-28 23:10:29.240
98,59.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-15 05:50:29.296,2018-12-15 05:50:29.296
99,57.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-16 02:00:29.280,2018-09-16 02:00:29.280
100,65.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-22 01:50:29.244,2018-09-22 01:50:29.244
101,58.0,F/D7+hL5E5,0.0,0.0,UTC+0200,2018-08-25 14:10:29.289,2018-08-25 14:10:29.289
102,63.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-20 23:10:29.247,2018-11-20 23:10:29.247
103,62.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-02 07:10:29.298,2018-12-02 07:10:29.298
104,56.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-25 05:50:29.273,2018-10-25 05:50:29.273
105,60.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-22 11:20:29.252,2018-09-22 11:20:29.252
106,59.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-20 03:30:29.244,2018-10-20 03:30:29.244
107,56.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-04 06:40:29.251,2018-12-04 06:40:29.251
108,59.0,F/D7+hL5E5,0.0,0.0,UTC+0200,2018-08-28 11:00:29.256,2018-08-28 11:00:29.256
109,49.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-06 01:00:51.522,2018-06-06 01:00:51.522
110,68.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-21 17:30:29.318,2018-06-21 17:30:29.318
111,74.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-13 16:00:29.245,2018-07-13 16:00:29.245
112,81.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-30 09:40:51.493,2018-06-30 09:40:51.493
113,55.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-23 11:20:29.280,2018-12-23 11:20:29.280
114,52.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-17 11:31:21.352,2018-12-17 11:31:21.352
115,55.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-11 18:50:29.313,2018-10-11 18:50:29.313
116,53.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-17 01:50:29.230,2018-06-17 01:50:29.230
117,68.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-05-23 02:30:29.290,2018-05-23 02:30:29.290
118,67.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-04 22:50:29.295,2018-09-04 22:50:29.295
119,54.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-26 03:00:52.451,2018-06-26 03:00:52.451
120,54.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-23 04:30:58.478,2018-12-23 04:30:58.478
121,58.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-29 06:50:29.313,2018-09-29 06:50:29.313
122,68.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-23 19:40:37.853,2018-11-23 19:40:37.853
123,52.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-28 05:20:29.305,2018-12-28 05:20:29.305
124,53.0,F/D7+hL5E5,0.0,0.0,UTC+0200,2018-08-25 01:20:29.315,2018-08-25 01:20:29.315
125,76.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-14 00:30:29.279,2018-09-14 00:30:29.279
126,56.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-28 08:20:29.301,2018-12-28 08:20:29.301
127,66.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-22 08:51:08.743,2018-06-22 08:51:08.743
128,52.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-05 02:30:29.319,2018-10-05 02:30:29.319
129,65.0,F/D7+hL5E5,0.0,0.0,UTC+0200,2018-08-20 14:40:30.327,2018-08-20 14:40:30.327
130,56.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-09 02:00:29.328,2018-09-09 02:00:29.328
131,51.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-12 04:20:29.319,2018-08-12 04:20:29.319
132,77.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-05-27 03:20:29.250,2018-05-27 03:20:29.250
133,55.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-04 22:20:29.254,2018-08-04 22:20:29.254
134,54.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-18 11:20:49.809,2018-10-18 11:20:49.809
135,60.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-12 02:10:29.286,2018-11-12 02:10:29.286
136,78.0,F/D7+hL5E5,0.0,0.0,UTC+0200,2018-08-21 09:10:52.060,2018-08-21 09:10:52.060
137,60.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-08 02:10:29.264,2018-08-08 02:10:29.264
138,55.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-29 05:40:58.513,2018-09-29 05:40:58.513
139,73.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-04 15:40:46.647,2018-07-04 15:40:46.647
140,55.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-30 06:40:29.304,2018-12-30 06:40:29.304
141,65.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-04 00:30:29.318,2018-06-04 00:30:29.318
142,76.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-27 17:00:53.406,2018-06-27 17:00:53.406
143,70.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-05-25 22:30:29.287,2018-05-25 22:30:29.287
144,59.0,F/D7+hL5E5,0.0,0.0,UTC+0200,2018-08-26 07:00:29.278,2018-08-26 07:00:29.278
145,64.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-11-03 20:40:29.252,2018-11-03 20:40:29.252
146,54.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-04 07:00:29.230,2018-08-04 07:00:29.230
147,61.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-17 01:10:29.312,2018-09-17 01:10:29.312
148,68.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-20 17:30:59.490,2018-09-20 17:30:59.490
149,76.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-05 10:20:29.319,2018-08-05 10:20:29.319
150,71.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-27 20:50:29.293,2018-07-27 20:50:29.293
151,76.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-23 18:51:15.364,2018-12-23 18:51:15.364
152,71.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-25 20:51:12.197,2018-09-25 20:51:12.197
153,65.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-11-02 22:10:51.455,2018-11-02 22:10:51.455
154,49.0,F/D7+hL5E5,0.0,0.0,UTC+0200,2018-08-27 04:30:59.523,2018-08-27 04:30:59.523
155,59.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-16 04:10:29.328,2018-11-16 04:10:29.328
156,61.0,F/D7+hL5E5,0.0,0.0,UTC+0200,2018-08-26 20:30:48.279,2018-08-26 20:30:48.279
157,55.0,F/D7+hL5E5,0.0,0.0,UTC+0200,2018-08-27 04:20:29.320,2018-08-27 04:20:29.320
158,60.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-26 05:30:29.274,2018-09-26 05:30:29.274
159,58.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-22 23:20:29.276,2018-06-22 23:20:29.276
160,69.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-13 12:50:29.279,2018-07-13 12:50:29.279
161,72.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-26 16:30:29.316,2018-09-26 16:30:29.316
162,67.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-14 23:40:58.545,2018-09-14 23:40:58.545
163,64.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-24 22:30:29.250,2018-11-24 22:30:29.250
164,60.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-21 11:30:29.269,2018-10-21 11:30:29.269
165,53.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-22 06:30:29.327,2018-12-22 06:30:29.327
166,53.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-17 01:30:29.290,2018-08-17 01:30:29.290
167,64.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-04 04:30:29.256,2018-07-04 04:30:29.256
168,68.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-30 13:10:45.493,2018-08-30 13:10:45.493
169,72.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-09 19:30:58.543,2018-09-09 19:30:58.543
170,79.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-12 08:30:29.279,2018-07-12 08:30:29.279
171,59.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-16 12:30:41.709,2018-07-16 12:30:41.709
172,53.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-26 02:30:29.267,2018-06-26 02:30:29.267
173,75.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-09 14:50:29.279,2018-12-09 14:50:29.279
174,63.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-18 06:10:29.234,2018-10-18 06:10:29.234
175,61.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-21 22:50:29.286,2018-07-21 22:50:29.286
176,54.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-18 01:40:29.264,2018-12-18 01:40:29.264
177,62.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-12 18:40:30.782,2018-07-12 18:40:30.782
178,70.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-28 22:00:29.236,2018-08-28 22:00:29.236
179,54.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-12 04:40:51.528,2018-11-12 04:40:51.528
180,73.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-01 12:10:38.742,2018-09-01 12:10:38.742
181,55.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-18 04:50:51.494,2018-11-18 04:50:51.494
182,62.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-16 12:20:29.897,2018-06-16 12:20:29.897
183,71.0,jQfnryI8/B,71.0,71.0,UTC-0400,2018-06-29 08:29:05.224,2018-06-29 08:29:05.224
184,60.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-28 05:10:58.518,2018-06-28 05:10:58.518
185,55.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-25 02:50:29.274,2018-12-25 02:50:29.274
186,55.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-25 23:40:29.345,2018-11-25 23:40:29.345
187,62.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-13 02:30:29.260,2018-12-13 02:30:29.260
188,66.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-23 04:20:29.276,2018-12-23 04:20:29.276
189,71.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-22 09:00:34.424,2018-11-22 09:00:34.424
190,56.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-16 03:40:40.208,2018-06-16 03:40:40.208
191,50.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-19 05:00:29.279,2018-11-19 05:00:29.279
192,57.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-11 07:50:29.248,2018-11-11 07:50:29.248
193,79.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-25 08:40:29.250,2018-06-25 08:40:29.250
194,77.0,F/D7+hL5E5,0.0,0.0,UTC+0200,2018-08-23 12:30:29.269,2018-08-23 12:30:29.269
195,50.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-17 03:20:29.268,2018-06-17 03:20:29.268
196,53.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-07 16:10:58.545,2018-10-07 16:10:58.545
197,57.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-27 01:50:29.300,2018-10-27 01:50:29.300
198,56.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-05-23 01:50:29.241,2018-05-23 01:50:29.241
199,69.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-03 13:40:29.320,2018-10-03 13:40:29.320
200,56.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-30 03:30:52.536,2018-06-30 03:30:52.536
201,66.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-02 14:40:29.326,2018-12-02 14:40:29.326
202,58.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-24 13:10:29.242,2018-10-24 13:10:29.242
203,54.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-25 05:10:51.465,2018-09-25 05:10:51.465
204,55.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-01 22:20:29.305,2018-10-01 22:20:29.305
205,53.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-12 03:20:29.315,2018-11-12 03:20:29.315
206,66.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-23 19:00:58.544,2018-06-23 19:00:58.544
207,61.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-12 20:40:30.159,2018-07-12 20:40:30.159
208,59.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-30 23:30:29.312,2018-06-30 23:30:29.312
209,66.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-05 08:10:59.542,2018-12-05 08:10:59.542
210,60.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-09-25 01:10:29.296,2018-09-25 01:10:29.296
211,57.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-26 05:50:29.261,2018-06-26 05:50:29.261
212,61.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-05 20:20:58.451,2018-07-05 20:20:58.451
213,51.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-07-25 01:30:29.249,2018-07-25 01:30:29.249
214,66.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-24 11:10:29.248,2018-11-24 11:10:29.248
215,48.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-05 03:10:29.253,2018-10-05 03:10:29.253
216,56.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-26 02:10:29.257,2018-12-26 02:10:29.257
217,49.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-05 05:50:29.234,2018-08-05 05:50:29.234
218,57.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-10 00:40:29.317,2018-12-10 00:40:29.317
219,55.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-06-23 18:10:19.041,2018-06-23 18:10:19.041
220,55.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-10-13 02:20:51.487,2018-10-13 02:20:51.487
221,66.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-11-25 12:20:51.484,2018-11-25 12:20:51.484
222,56.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-11 13:50:29.294,2018-08-11 13:50:29.294
223,74.0,F/D7+hL5E5,0.0,0.0,UTC-0500,2018-12-22 10:10:36.568,2018-12-22 10:10:36.568
224,66.0,F/D7+hL5E5,0.0,0.0,UTC-0400,2018-08-12 14:50:43.348,2018-08-12 14:50:43.348
