,efficiency,quality,time_offset,deviceuuid,local_start_time,local_end_time
184,94.19238,,UTC-0400,F/D7+hL5E5,2018-04-02 21:29:00,2018-04-03 06:40:00
185,89.08686,,UTC-0400,F/D7+hL5E5,2018-07-10 22:35:00,2018-07-11 06:03:00
186,91.45929195237699,,UTC-0400,F/D7+hL5E5,2018-06-14 23:37:00,2018-06-15 06:37:00
187,91.87242623868313,,UTC-0400,F/D7+hL5E5,2018-10-13 22:44:00,2018-10-14 06:50:00
188,91.62304,,UTC-0400,F/D7+hL5E5,2018-05-01 23:09:00,2018-05-02 05:30:00
189,91.037735,,UTC+0200,F/D7+hL5E5,2018-08-27 23:12:00,2018-08-28 06:15:00
190,91.331924,50003.0,UTC-0500,F/D7+hL5E5,2018-02-06 22:03:00,2018-02-07 06:07:00
191,95.13184,,UTC-0400,F/D7+hL5E5,2018-03-13 22:19:00,2018-03-14 06:32:00
192,90.2439,,UTC-0500,F/D7+hL5E5,2018-02-18 17:43:00,2018-02-18 19:04:00
193,88.09524,,UTC-0400,F/D7+hL5E5,2018-04-12 22:32:00,2018-04-13 06:55:00
194,91.94805,,UTC-0400,F/D7+hL5E5,2018-09-07 23:52:00,2018-09-08 06:16:00
195,95.69378,,UTC-0400,F/D7+hL5E5,2018-04-08 23:15:00,2018-04-09 06:12:00
196,90.01969553374234,,UTC-0400,F/D7+hL5E5,2018-03-22 22:14:00,2018-03-23 06:23:00
197,91.38381,,UTC-0400,F/D7+hL5E5,2018-10-15 23:38:00,2018-10-16 06:00:00
199,83.6652289223301,,UTC-0400,F/D7+hL5E5,2018-07-30 22:42:00,2018-07-31 07:17:00
200,92.90188,50003.0,UTC-0500,F/D7+hL5E5,2018-02-12 21:47:00,2018-02-13 05:45:00
201,88.58351,,UTC-0500,F/D7+hL5E5,2018-11-10 23:48:00,2018-11-11 07:40:00
202,93.98663,,UTC-0400,F/D7+hL5E5,2018-10-28 22:57:00,2018-10-29 06:26:00
203,91.434265,,UTC-0800,F/D7+hL5E5,2017-12-22 00:57:00,2017-12-22 09:18:00
204,76.53000352939776,,UTC-0400,F/D7+hL5E5,2018-04-28 04:49:00,2018-04-28 06:48:00
205,93.593315,,UTC-0500,F/D7+hL5E5,2018-01-02 02:10:00,2018-01-02 08:08:00
206,90.78341,,UTC-0500,F/D7+hL5E5,2018-11-29 23:17:00,2018-11-30 06:30:00
207,87.30500896551725,,UTC-0400,F/D7+hL5E5,2018-09-05 22:52:00,2018-09-06 06:36:00
208,70.96774,,UTC+0200,F/D7+hL5E5,2018-08-25 09:01:00,2018-08-25 10:02:00
209,89.76378000000003,,UTC-0400,F/D7+hL5E5,2018-05-14 01:05:00,2018-05-14 07:25:00
210,94.72574,,UTC-0400,F/D7+hL5E5,2018-06-20 22:32:00,2018-06-21 06:25:00
211,90.84912615,,UTC-0400,F/D7+hL5E5,2018-05-18 23:16:00,2018-05-19 07:36:00
212,83.49515,,UTC-0400,F/D7+hL5E5,2018-09-29 15:05:00,2018-09-29 16:48:00
213,93.371216,50004.0,UTC-0500,F/D7+hL5E5,2018-02-14 22:21:00,2018-02-15 07:08:00
214,88.5965,,UTC-0800,F/D7+hL5E5,2017-12-25 15:16:00,2017-12-25 17:09:00
215,92.21453,,UTC-0500,F/D7+hL5E5,2018-01-05 23:14:00,2018-01-06 08:52:00
216,92.36234,,UTC-0400,F/D7+hL5E5,2018-10-23 21:00:00,2018-10-24 06:22:00
217,92.30769,,UTC-0400,F/D7+hL5E5,2018-05-24 21:58:00,2018-05-25 05:58:00
218,89.73105,,UTC-0400,F/D7+hL5E5,2018-09-30 22:43:00,2018-10-01 05:31:00
219,88.97436,,UTC-0400,F/D7+hL5E5,2018-07-22 23:52:00,2018-07-23 06:21:00
220,95.68733,,UTC-0400,F/D7+hL5E5,2018-11-03 00:51:00,2018-11-03 07:02:00
221,96.55172,,UTC-0400,F/D7+hL5E5,2018-04-22 23:52:00,2018-04-23 05:39:00
222,90.46653,,UTC-0400,F/D7+hL5E5,2018-06-30 23:11:00,2018-07-01 07:23:00
223,91.681114,50002.0,UTC-0500,F/D7+hL5E5,2018-02-01 21:38:00,2018-02-02 07:14:00
224,93.11111,50003.0,UTC-0500,F/D7+hL5E5,2018-03-03 22:57:00,2018-03-04 06:26:00
225,61.37213492537313,,UTC-0400,F/D7+hL5E5,2018-04-08 04:27:00,2018-04-08 07:48:00
226,91.95046,,UTC-0400,F/D7+hL5E5,2018-04-22 00:44:00,2018-04-22 06:06:00
227,88.65248000000003,,UTC-0400,F/D7+hL5E5,2018-07-02 23:06:00,2018-07-03 06:08:00
228,94.117645,,UTC-0800,F/D7+hL5E5,2017-12-23 21:31:00,2017-12-24 06:17:00
229,89.08678488659794,,UTC-0500,F/D7+hL5E5,2018-12-04 21:55:00,2018-12-05 06:00:00
230,92.17759,50004.0,UTC-0500,F/D7+hL5E5,2018-01-27 23:06:00,2018-01-28 06:58:00
231,92.98969,,UTC-0500,F/D7+hL5E5,2018-11-03 22:50:00,2018-11-04 06:54:00
232,96.01227,,UTC-0400,F/D7+hL5E5,2018-05-22 01:00:00,2018-05-22 06:25:00
233,91.60584,,UTC-0400,F/D7+hL5E5,2018-07-19 21:55:00,2018-07-20 07:03:00
236,84.12698,,UTC-0500,F/D7+hL5E5,2018-11-29 16:26:00,2018-11-29 18:31:00
237,87.74855846616542,,UTC-0400,F/D7+hL5E5,2018-04-25 23:13:00,2018-04-26 05:52:00
238,88.91013000000002,,UTC-0400,F/D7+hL5E5,2018-09-04 22:46:00,2018-09-05 07:29:00
239,91.17117,,UTC-0500,F/D7+hL5E5,2018-11-16 21:49:00,2018-11-17 07:03:00
240,91.847824,,UTC-0400,F/D7+hL5E5,2018-05-26 23:22:00,2018-05-27 05:29:00
241,92.85714,,UTC-0400,F/D7+hL5E5,2018-06-08 23:19:00,2018-06-09 06:04:00
243,95.945946,,UTC-0500,F/D7+hL5E5,2018-02-10 11:52:00,2018-02-10 14:19:00
244,85.26315,,UTC-0400,F/D7+hL5E5,2018-07-01 23:26:00,2018-07-02 07:20:00
246,94.291756,50004.0,UTC-0500,F/D7+hL5E5,2018-02-03 22:17:00,2018-02-04 06:09:00
247,92.07048,,UTC-0400,F/D7+hL5E5,2018-04-16 22:52:00,2018-04-17 06:25:00
248,87.64045,,UTC-0500,F/D7+hL5E5,2018-12-12 22:17:00,2018-12-13 05:41:00
249,95.09804,50003.0,UTC-0500,F/D7+hL5E5,2018-02-02 21:45:00,2018-02-03 04:32:00
250,94.1691,,UTC-0400,F/D7+hL5E5,2018-04-20 23:18:00,2018-04-21 05:00:00
251,85.72198060784314,,UTC-0500,F/D7+hL5E5,2018-11-12 21:33:00,2018-11-13 06:03:00
252,91.39785,,UTC-0400,F/D7+hL5E5,2018-10-04 18:35:00,2018-10-04 20:07:00
253,84.70468073936846,,UTC-0400,F/D7+hL5E5,2018-08-17 21:36:00,2018-08-18 06:37:00
254,82.96296,,UTC-0500,F/D7+hL5E5,2018-12-29 15:07:00,2018-12-29 17:21:00
255,89.79590999999998,,UTC-0400,F/D7+hL5E5,2018-10-21 00:48:00,2018-10-21 08:57:00
256,92.656586,50003.0,UTC-0500,F/D7+hL5E5,2018-01-20 22:27:00,2018-01-21 06:09:00
257,93.45795,,UTC-0400,F/D7+hL5E5,2018-07-05 21:58:00,2018-07-06 06:52:00
258,91.876755,,UTC-0400,F/D7+hL5E5,2018-07-04 23:26:00,2018-07-05 05:22:00
259,95.522385,,UTC-0400,F/D7+hL5E5,2018-09-11 17:52:00,2018-09-11 20:05:00
260,90.74074,,UTC-0400,F/D7+hL5E5,2018-09-25 22:55:00,2018-09-26 06:06:00
262,90.336136,,UTC-0400,F/D7+hL5E5,2018-09-06 22:33:00,2018-09-07 06:28:00
263,90.96154,,UTC-0400,F/D7+hL5E5,2018-06-02 23:05:00,2018-06-03 07:44:00
264,93.66516,,UTC-0500,F/D7+hL5E5,2018-11-14 22:25:00,2018-11-15 05:46:00
265,91.56626,,UTC-0400,F/D7+hL5E5,2018-10-08 02:21:00,2018-10-08 09:15:00
266,92.484344,,UTC-0400,F/D7+hL5E5,2018-05-09 22:18:00,2018-05-10 06:16:00
267,90.04525,,UTC-0500,F/D7+hL5E5,2018-12-24 23:34:00,2018-12-25 06:55:00
268,84.66772635021097,,UTC+0200,F/D7+hL5E5,2018-08-26 23:46:00,2018-08-27 07:40:00
269,91.03179740518962,,UTC-0400,F/D7+hL5E5,2018-05-02 21:52:00,2018-05-03 06:13:00
271,92.90781,,UTC-0400,F/D7+hL5E5,2018-10-27 15:11:00,2018-10-27 17:31:00
272,0.0,50002.0,UTC-0400,jQfnryI8/B,2018-05-06 00:50:00,2018-05-06 03:50:00
273,92.25589,,UTC-0400,F/D7+hL5E5,2018-10-25 21:08:00,2018-10-26 07:02:00
274,91.81586,,UTC-0500,F/D7+hL5E5,2018-11-18 01:05:00,2018-11-18 07:35:00
275,90.09612801622718,,UTC-0400,F/D7+hL5E5,2018-04-15 22:42:00,2018-04-16 06:55:00
276,93.52679,,UTC-0400,F/D7+hL5E5,2018-03-28 22:26:00,2018-03-29 05:53:00
278,0.0,,UTC-0500,F/D7+hL5E5,2018-01-29 04:32:00,2018-01-29 05:38:00
279,94.67456,,UTC-0400,F/D7+hL5E5,2018-04-07 21:46:00,2018-04-08 03:23:00
280,93.7788,,UTC-0400,F/D7+hL5E5,2018-03-18 23:16:00,2018-03-19 06:29:00
281,89.91597,,UTC+0200,F/D7+hL5E5,2018-08-19 15:02:00,2018-08-19 17:00:00
283,93.02326,,UTC-0400,F/D7+hL5E5,2018-04-04 22:31:00,2018-04-05 06:23:00
284,90.18789,,UTC-0400,F/D7+hL5E5,2018-08-16 22:32:00,2018-08-17 06:30:00
285,91.45728,,UTC-0400,F/D7+hL5E5,2018-04-18 23:04:00,2018-04-19 05:41:00
286,91.49425,,UTC-0400,F/D7+hL5E5,2018-04-23 22:34:00,2018-04-24 05:48:00
288,91.22402,,UTC-0400,F/D7+hL5E5,2018-08-09 23:45:00,2018-08-10 06:57:00
289,89.49044,,UTC-0500,F/D7+hL5E5,2018-11-05 20:29:00,2018-11-06 06:56:00
290,92.36641,,UTC-0400,F/D7+hL5E5,2018-09-15 14:10:00,2018-09-15 16:20:00
291,93.18885,,UTC-0800,F/D7+hL5E5,2017-12-23 01:48:00,2017-12-23 07:10:00
292,92.952385,,UTC-0800,F/D7+hL5E5,2017-12-29 23:25:00,2017-12-30 08:09:00
293,89.77956400000002,,UTC-0400,F/D7+hL5E5,2018-07-25 22:41:00,2018-07-26 07:00:00
294,88.2353,,UTC-0400,F/D7+hL5E5,2018-06-23 15:47:00,2018-06-23 17:28:00
295,89.66292,,UTC-0400,F/D7+hL5E5,2018-09-17 22:16:00,2018-09-18 05:40:00
296,89.39095999999998,,UTC-0400,F/D7+hL5E5,2018-07-13 23:37:00,2018-07-14 08:05:00
297,95.42334,,UTC-0400,F/D7+hL5E5,2018-06-05 22:21:00,2018-06-06 05:51:00
298,91.46608,,UTC-0500,F/D7+hL5E5,2018-01-10 22:30:00,2018-01-11 06:06:00
299,92.82297,50003.0,UTC-0500,F/D7+hL5E5,2018-02-09 22:55:00,2018-02-10 05:52:00
300,96.34146,,UTC-0500,F/D7+hL5E5,2017-12-17 22:31:00,2017-12-18 06:42:00
301,92.85714,,UTC-0400,F/D7+hL5E5,2018-03-22 02:27:00,2018-03-22 06:53:00
303,90.94139,,UTC-0500,F/D7+hL5E5,2018-12-20 22:39:00,2018-12-21 08:01:00
304,96.22093,,UTC-0400,F/D7+hL5E5,2018-03-11 23:17:00,2018-03-12 05:00:00
305,79.35432043933055,,UTC-0400,F/D7+hL5E5,2018-09-18 22:56:00,2018-09-19 06:54:00
306,93.84289,50003.0,UTC-0500,F/D7+hL5E5,2018-03-01 22:09:00,2018-03-02 06:00:00
307,93.03483,,UTC-0400,F/D7+hL5E5,2018-10-21 23:54:00,2018-10-22 06:36:00
308,92.50457,50004.0,UTC-0500,F/D7+hL5E5,2018-03-06 21:46:00,2018-03-07 06:52:00
309,90.625,,UTC-0500,F/D7+hL5E5,2018-11-07 22:41:00,2018-11-08 05:37:00
310,92.97052,,UTC-0400,F/D7+hL5E5,2018-04-28 23:20:00,2018-04-29 06:41:00
312,90.38461,,UTC-0400,F/D7+hL5E5,2018-07-17 23:08:00,2018-07-18 06:03:00
315,92.1371,,UTC-0500,F/D7+hL5E5,2018-11-25 22:07:00,2018-11-26 06:22:00
319,90.574715,,UTC-0400,F/D7+hL5E5,2018-06-03 22:41:00,2018-06-04 05:55:00
320,92.36948,50002.0,UTC-0500,F/D7+hL5E5,2018-01-18 21:38:00,2018-01-19 05:55:00
321,88.236279082397,,UTC-0400,F/D7+hL5E5,2018-04-13 22:21:00,2018-04-14 07:15:00
322,87.7193,,UTC-0400,F/D7+hL5E5,2018-09-23 15:40:00,2018-09-23 17:33:00
324,92.83276,,UTC-0400,F/D7+hL5E5,2018-04-09 22:16:00,2018-04-10 03:08:00
326,93.26241,,UTC-0800,F/D7+hL5E5,2017-12-24 20:52:00,2017-12-25 06:15:00
327,89.21776,,UTC-0400,F/D7+hL5E5,2018-08-03 23:22:00,2018-08-04 07:14:00
331,93.177734,,UTC-0400,F/D7+hL5E5,2018-07-07 23:29:00,2018-07-08 08:46:00
332,94.97207,,UTC-0400,F/D7+hL5E5,2018-04-01 01:05:00,2018-04-01 07:02:00
333,91.29464,50003.0,UTC-0500,F/D7+hL5E5,2018-02-10 22:17:00,2018-02-11 05:44:00
334,87.91036702173913,,UTC-0400,F/D7+hL5E5,2018-09-15 23:04:00,2018-09-16 06:44:00
335,83.00718604651163,50003.0,UTC-0500,F/D7+hL5E5,2018-01-26 23:47:00,2018-01-27 06:14:00
336,92.2057524050633,,UTC-0400,F/D7+hL5E5,2018-04-03 22:32:00,2018-04-04 06:26:00
338,92.98246,,UTC-0400,F/D7+hL5E5,2018-06-12 22:56:00,2018-06-13 06:31:00
339,83.36537105494506,,UTC-0500,F/D7+hL5E5,2018-11-19 22:17:00,2018-11-20 05:52:00
340,94.230774,,UTC-0500,F/D7+hL5E5,2018-02-28 22:19:00,2018-03-01 05:15:00
341,93.722946,,UTC-0400,F/D7+hL5E5,2018-08-11 23:05:00,2018-08-12 06:47:00
342,92.494484,,UTC-0400,F/D7+hL5E5,2018-10-14 22:56:00,2018-10-15 06:28:00
343,91.68317,,UTC-0500,F/D7+hL5E5,2018-11-15 21:53:00,2018-11-16 06:18:00
344,91.36069,,UTC-0400,F/D7+hL5E5,2018-04-10 22:20:00,2018-04-11 06:02:00
345,91.2106018968386,,UTC-0500,F/D7+hL5E5,2018-12-08 22:17:00,2018-12-09 08:18:00
346,86.0,,UTC-0400,F/D7+hL5E5,2018-06-09 13:29:00,2018-06-09 15:09:00
347,97.22992,,UTC-0400,F/D7+hL5E5,2018-05-10 23:42:00,2018-05-11 05:43:00
348,90.909096,,UTC-0400,F/D7+hL5E5,2018-10-02 22:41:00,2018-10-03 05:41:00
349,90.47619,,UTC-0400,F/D7+hL5E5,2018-06-02 13:59:00,2018-06-02 15:23:00
350,89.756096,,UTC-0400,F/D7+hL5E5,2018-08-13 23:42:00,2018-08-14 06:44:00
353,91.2114,,UTC-0400,F/D7+hL5E5,2018-10-29 22:41:00,2018-10-30 05:41:00
354,92.10526,,UTC-0400,F/D7+hL5E5,2018-11-02 18:24:00,2018-11-02 19:39:00
356,90.909096,,UTC-0500,F/D7+hL5E5,2018-01-06 23:46:00,2018-01-07 03:58:00
357,93.01397,,UTC-0400,F/D7+hL5E5,2018-03-26 22:22:00,2018-03-27 06:43:00
358,91.85803,,UTC-0500,F/D7+hL5E5,2018-12-10 22:21:00,2018-12-11 06:33:00
359,89.47369,,UTC-0400,F/D7+hL5E5,2018-08-28 21:18:00,2018-08-29 04:34:00
360,95.76471,,UTC-0500,F/D7+hL5E5,2018-02-22 21:40:00,2018-02-23 04:44:00
361,93.548386,,UTC-0400,F/D7+hL5E5,2018-07-14 21:00:00,2018-07-14 22:01:00
362,83.15502901204418,,UTC+0200,F/D7+hL5E5,2018-08-22 00:04:00,2018-08-22 06:59:00
363,89.926735,,UTC-0800,F/D7+hL5E5,2017-12-27 22:38:00,2017-12-28 07:43:00
364,91.30435,,UTC-0500,F/D7+hL5E5,2018-12-18 23:13:00,2018-12-19 07:38:00
365,84.426308856,,UTC-0400,F/D7+hL5E5,2018-04-24 22:09:00,2018-04-25 06:29:00
366,88.17967,,UTC-0400,F/D7+hL5E5,2018-10-09 23:20:00,2018-10-10 06:23:00
367,92.00864,,UTC-0400,F/D7+hL5E5,2018-10-27 22:51:00,2018-10-28 06:33:00
368,91.33858,,UTC-0500,F/D7+hL5E5,2018-01-11 22:34:00,2018-01-12 04:54:00
369,75.91579132786885,,UTC-0400,F/D7+hL5E5,2018-09-09 04:11:00,2018-09-09 08:15:00
370,90.130356,,UTC-0500,F/D7+hL5E5,2018-12-11 23:07:00,2018-12-12 08:03:00
372,83.18785342955735,,UTC-0400,F/D7+hL5E5,2018-09-23 00:14:00,2018-09-23 07:27:00
374,88.35979499999998,,UTC+0200,F/D7+hL5E5,2018-08-26 01:05:00,2018-08-26 07:23:00
375,84.28571,,UTC-0400,F/D7+hL5E5,2018-08-12 15:38:00,2018-08-12 17:57:00
376,91.61905,,UTC-0400,F/D7+hL5E5,2018-10-26 22:50:00,2018-10-27 07:34:00
377,90.40591,,UTC-0400,F/D7+hL5E5,2018-07-09 21:51:00,2018-07-10 06:52:00
378,89.90610500000003,,UTC-0400,F/D7+hL5E5,2018-07-29 00:04:00,2018-07-29 07:09:00
379,89.02954,,UTC-0400,F/D7+hL5E5,2018-04-27 22:52:00,2018-04-28 02:48:00
380,94.416245,,UTC-0400,F/D7+hL5E5,2018-03-25 23:39:00,2018-03-26 06:12:00
381,93.641624,50004.0,UTC-0500,F/D7+hL5E5,2018-01-29 21:43:00,2018-01-30 06:21:00
382,92.10977,,UTC-0400,F/D7+hL5E5,2018-09-21 22:02:00,2018-09-22 07:44:00
383,92.391304,,UTC-0400,F/D7+hL5E5,2018-11-03 14:17:00,2018-11-03 15:48:00
384,91.91686,,UTC-0400,F/D7+hL5E5,2018-04-17 23:08:00,2018-04-18 06:20:00
385,86.95652,,UTC-0400,F/D7+hL5E5,2018-07-22 16:24:00,2018-07-22 18:05:00
